img_file,bbox_x1,bbox_y1,bbox_x2,bbox_y2,class
train_00097.jpg,246,354,1214,746,59
train_00098.jpg,9,30,253,167,13
train_00099.jpg,21,24,249,151,190
train_00100.jpg,20,235,934,663,104
train_00101.jpg,66,45,560,385,132
train_00102.jpg,382,172,1249,883,133
train_00103.jpg,269,432,1487,894,38
train_00104.jpg,52,150,580,444,126
train_00105.jpg,12,12,478,349,28
train_00106.jpg,423,339,1059,619,26
train_00107.jpg,43,16,383,302,124
train_00108.jpg,17,36,252,174,113
train_00109.jpg,28,18,282,183,148
train_00110.jpg,43,106,614,350,191
train_00111.jpg,11,23,141,80,174
train_00112.jpg,36,125,576,479,153
train_00113.jpg,13,22,886,556,122
train_00114.jpg,20,64,614,396,108
train_00115.jpg,167,196,1274,824,138
train_00116.jpg,76,52,530,373,160
train_00117.jpg,59,61,216,153,162
train_00118.jpg,16,139,590,350,15
train_00119.jpg,44,119,605,398,64
train_00120.jpg,25,37,249,160,56
train_00121.jpg,23,81,606,423,54
train_00122.jpg,5,113,568,381,98
train_00123.jpg,5,115,1092,776,172
train_00124.jpg,56,113,595,432,139
train_00125.jpg,187,199,903,716,43
train_00126.jpg,331,299,702,562,45
train_00127.jpg,130,178,1842,746,179
train_00128.jpg,1,24,120,103,174
train_00129.jpg,67,37,520,310,192
train_00130.jpg,78,34,585,404,180
train_00131.jpg,4,8,290,176,111
train_00132.jpg,57,29,2299,1528,63
train_00133.jpg,112,53,570,360,146
train_00134.jpg,41,95,607,379,118
train_00135.jpg,48,31,226,164,95
train_00136.jpg,271,307,1735,1108,52
train_00137.jpg,33,71,615,435,87
train_00138.jpg,152,182,588,377,130
train_00139.jpg,21,42,453,329,32
train_00140.jpg,116,185,546,413,108
train_00141.jpg,185,132,1015,677,38
train_00142.jpg,8,95,430,364,24
train_00143.jpg,62,120,946,704,184
train_00144.jpg,101,38,600,333,79
train_00145.jpg,41,122,589,438,58
train_00146.jpg,22,128,586,407,41
train_00147.jpg,46,2,461,219,139
train_00148.jpg,24,62,246,142,69
train_00149.jpg,5,52,288,189,104
train_00150.jpg,32,122,608,440,138
train_00151.jpg,42,42,431,250,99
train_00152.jpg,23,56,264,170,127
train_00153.jpg,40,53,561,346,156
train_00154.jpg,33,139,659,390,150
train_00155.jpg,1,239,1436,932,8
train_00156.jpg,11,46,252,132,17
train_00157.jpg,13,20,253,170,128
train_00158.jpg,394,259,920,609,45
train_00159.jpg,8,81,271,192,138
train_00160.jpg,12,47,251,162,97
train_00161.jpg,35,46,489,302,81
train_00162.jpg,34,48,471,274,130
train_00163.jpg,110,260,836,611,90
train_00164.jpg,9,51,293,165,42
train_00165.jpg,19,22,235,162,174
train_00166.jpg,52,147,981,547,81
train_00167.jpg,27,23,102,75,88
train_00168.jpg,47,81,1149,684,164
train_00169.jpg,2,26,192,123,136
train_00170.jpg,23,365,529,717,47
train_00171.jpg,62,83,449,274,82
train_00172.jpg,33,142,612,396,36
train_00173.jpg,14,39,278,206,51
train_00174.jpg,15,142,461,296,193
train_00175.jpg,17,64,941,620,119
train_00176.jpg,25,10,584,404,101
train_00177.jpg,36,69,337,233,159
train_00178.jpg,81,87,581,348,87
train_00179.jpg,62,260,974,587,17
train_00180.jpg,20,56,625,411,194
train_00181.jpg,57,118,441,316,81
train_00182.jpg,57,22,409,226,195
train_00183.jpg,10,128,646,533,66
train_00184.jpg,51,4,508,255,24
train_00185.jpg,34,45,562,345,120
train_00186.jpg,24,78,625,440,76
train_00187.jpg,31,31,381,173,88
train_00188.jpg,115,38,526,296,62
train_00189.jpg,159,113,480,393,129
train_00190.jpg,24,53,260,176,8
train_00191.jpg,80,107,606,336,184
train_00192.jpg,107,81,537,318,160
train_00193.jpg,46,28,217,141,162
train_00194.jpg,53,130,471,304,165
train_00195.jpg,21,26,305,200,159
train_00196.jpg,105,144,654,402,50
train_00197.jpg,52,42,212,173,9
train_00198.jpg,1,13,255,185,91
train_00199.jpg,5,26,411,281,57
train_00200.jpg,6,87,210,164,30
train_00201.jpg,47,34,429,258,67
train_00202.jpg,48,139,939,641,73
train_00203.jpg,28,88,424,287,35
train_00204.jpg,164,87,600,391,140
train_00205.jpg,26,151,992,711,164
train_00206.jpg,47,69,603,453,129
train_00207.jpg,20,61,421,306,24
train_00208.jpg,34,14,276,208,95
train_00209.jpg,99,148,946,570,52
train_00210.jpg,76,32,270,172,157
train_00211.jpg,17,48,859,396,79
train_00212.jpg,55,74,896,686,192
train_00213.jpg,6,82,245,181,76
train_00214.jpg,65,73,504,316,19
train_00215.jpg,37,31,441,318,34
train_00216.jpg,73,181,820,537,162
train_00217.jpg,65,122,568,325,77
train_00218.jpg,146,407,2677,1650,184
train_00219.jpg,31,61,536,331,130
train_00220.jpg,28,78,570,366,43
train_00221.jpg,18,97,282,203,3
train_00222.jpg,51,105,579,335,50
train_00223.jpg,29,266,449,414,153
train_00224.jpg,21,20,281,167,152
train_00225.jpg,15,58,254,195,65
train_00226.jpg,114,36,522,411,177
train_00227.jpg,66,277,932,564,4
train_00228.jpg,64,220,1540,856,51
train_00229.jpg,90,99,750,678,152
train_00230.jpg,80,89,555,403,89
train_00231.jpg,29,113,614,339,55
train_00232.jpg,427,397,1669,982,8
train_00233.jpg,17,85,488,222,177
train_00234.jpg,2,3,612,443,67
train_00235.jpg,142,181,1513,1087,66
train_00236.jpg,26,44,588,259,123
train_00237.jpg,4,23,393,268,139
train_00238.jpg,1,33,240,166,146
train_00239.jpg,14,20,273,174,54
train_00240.jpg,2,107,639,396,115
train_00241.jpg,13,19,626,317,88
train_00242.jpg,35,182,603,445,77
train_00243.jpg,77,69,285,168,99
train_00244.jpg,34,101,1461,979,190
train_00245.jpg,15,13,248,182,121
train_00246.jpg,22,59,626,412,168
train_00247.jpg,65,67,581,410,135
train_00248.jpg,133,368,1311,928,141
train_00249.jpg,21,55,241,164,128
train_00250.jpg,10,22,492,316,33
train_00251.jpg,6,12,86,49,123
train_00252.jpg,73,107,600,426,196
train_00253.jpg,8,20,191,99,143
train_00254.jpg,20,132,1007,621,97
train_00255.jpg,57,107,611,421,48
train_00256.jpg,81,183,1799,1227,149
train_00257.jpg,91,175,567,410,6
train_00258.jpg,305,102,837,364,178
train_00259.jpg,54,95,603,376,25
train_00260.jpg,2,46,316,213,85
train_00261.jpg,21,71,624,385,80
train_00262.jpg,17,54,288,189,13
train_00263.jpg,19,43,510,322,122
train_00264.jpg,11,15,590,274,190
train_00265.jpg,68,115,520,354,96
train_00266.jpg,14,49,493,289,93
train_00267.jpg,51,74,633,361,74
train_00268.jpg,39,72,602,403,172
train_00269.jpg,28,56,605,288,184
train_00270.jpg,145,97,880,638,164
train_00271.jpg,31,71,409,279,93
train_00272.jpg,101,243,924,571,70
train_00273.jpg,15,95,628,399,160
train_00274.jpg,16,31,283,154,8
train_00275.jpg,4,18,480,333,110
train_00276.jpg,55,90,555,378,115
train_00277.jpg,268,152,794,362,11
train_00278.jpg,51,193,1001,656,42
train_00279.jpg,157,191,1063,570,45
train_00280.jpg,16,433,1585,1072,102
train_00281.jpg,56,83,425,255,189
train_00282.jpg,75,11,945,378,35
train_00283.jpg,48,66,596,296,110
train_00284.jpg,6,7,253,179,65
train_00285.jpg,19,62,952,526,191
train_00286.jpg,73,75,553,338,47
train_00287.jpg,16,24,258,172,107
train_00288.jpg,4,41,281,148,46
train_00289.jpg,54,122,566,428,120
train_00290.jpg,12,61,606,259,14
train_00291.jpg,18,5,122,82,196
train_00292.jpg,70,134,512,366,37
train_00293.jpg,8,140,392,277,127
train_00294.jpg,36,40,999,751,194
train_00295.jpg,18,57,236,168,143
train_00296.jpg,57,192,921,618,75
train_00297.jpg,71,37,312,134,180
train_00298.jpg,111,140,408,262,129
train_00299.jpg,48,13,376,194,155
train_00300.jpg,55,23,601,425,133
train_00301.jpg,29,82,215,175,72
train_00302.jpg,38,78,450,360,72
train_00303.jpg,15,108,581,430,137
train_00304.jpg,19,35,618,366,188
train_00305.jpg,189,198,756,468,7
train_00306.jpg,69,174,444,338,66
train_00307.jpg,111,101,350,281,99
train_00308.jpg,63,26,436,296,47
train_00309.jpg,27,64,180,169,104
train_00310.jpg,77,42,555,385,172
train_00311.jpg,32,162,2577,1730,170
train_00312.jpg,13,74,287,158,92
train_00313.jpg,43,103,746,316,194
train_00314.jpg,40,55,509,337,20
train_00315.jpg,137,149,676,453,110
train_00316.jpg,9,58,220,165,44
train_00317.jpg,92,276,732,536,66
train_00318.jpg,349,199,770,365,101
train_00319.jpg,19,39,275,161,105
train_00320.jpg,57,116,471,249,39
train_00321.jpg,168,376,1929,1098,110
train_00322.jpg,22,29,791,479,172
train_00323.jpg,237,249,645,422,80
train_00324.jpg,1,1,500,375,118
train_00325.jpg,37,104,382,268,81
train_00326.jpg,53,127,478,282,36
train_00327.jpg,47,77,577,404,89
train_00328.jpg,37,32,562,376,98
train_00329.jpg,2,15,264,154,83
train_00330.jpg,27,34,250,160,83
train_00331.jpg,122,99,412,313,81
train_00332.jpg,47,132,898,594,84
train_00333.jpg,37,102,723,407,58
train_00334.jpg,32,70,370,287,116
train_00335.jpg,24,50,258,171,27
train_00336.jpg,20,39,369,259,48
train_00337.jpg,30,62,612,419,120
train_00338.jpg,39,59,532,261,60
train_00339.jpg,24,137,534,339,165
train_00340.jpg,80,104,488,253,78
train_00341.jpg,10,66,478,232,141
train_00342.jpg,16,105,279,266,45
train_00343.jpg,12,31,638,456,28
train_00344.jpg,27,349,760,564,36
train_00345.jpg,7,91,463,296,17
train_00346.jpg,153,118,949,727,150
train_00347.jpg,32,72,611,285,65
train_00348.jpg,123,395,944,774,107
train_00349.jpg,65,156,474,397,154
train_00350.jpg,200,96,899,654,167
train_00351.jpg,63,71,969,619,167
train_00352.jpg,71,16,399,321,45
train_00353.jpg,28,187,1001,519,114
train_00354.jpg,58,59,390,264,49
train_00355.jpg,55,153,467,359,73
train_00356.jpg,29,135,373,294,98
train_00357.jpg,34,36,954,573,84
train_00358.jpg,26,14,235,179,143
train_00359.jpg,15,77,567,306,11
train_00360.jpg,39,18,522,379,179
train_00361.jpg,33,11,418,209,32
train_00362.jpg,19,40,291,183,21
train_00363.jpg,8,9,250,171,162
train_00364.jpg,59,42,626,479,75
train_00365.jpg,155,121,411,300,86
train_00366.jpg,8,17,388,287,135
train_00367.jpg,15,43,287,170,110
train_00368.jpg,182,153,593,357,140
train_00369.jpg,61,84,974,548,73
train_00370.jpg,359,388,1620,1188,12
train_00371.jpg,179,177,753,452,2
train_00372.jpg,2,2,300,208,118
train_00373.jpg,96,69,584,303,49
train_00374.jpg,22,122,988,650,165
train_00375.jpg,147,11,590,218,65
train_00376.jpg,13,15,939,604,15
train_00377.jpg,25,60,270,166,9
train_00378.jpg,14,66,314,199,71
train_00379.jpg,31,166,406,303,33
train_00380.jpg,72,51,566,412,155
train_00381.jpg,454,486,1551,1022,157
train_00382.jpg,49,35,565,439,24
train_00383.jpg,313,367,1333,901,17
train_00384.jpg,5,99,281,176,153
train_00385.jpg,133,86,642,478,94
train_00386.jpg,83,119,510,392,190
train_00387.jpg,116,170,757,445,147
train_00388.jpg,71,129,403,312,150
train_00389.jpg,18,29,779,588,79
train_00390.jpg,10,34,627,322,6
train_00391.jpg,24,125,636,440,81
train_00392.jpg,50,131,605,351,192
train_00393.jpg,179,112,441,244,49
train_00394.jpg,19,533,3220,1953,30
train_00395.jpg,25,96,637,399,74
train_00396.jpg,66,44,906,636,147
train_00397.jpg,15,14,278,171,3
train_00398.jpg,17,158,588,401,61
train_00399.jpg,160,350,846,717,173
train_00400.jpg,57,25,579,433,187
train_00401.jpg,25,75,407,280,128
train_00402.jpg,62,79,620,455,178
train_00403.jpg,26,51,243,170,90
train_00404.jpg,32,92,607,434,187
train_00405.jpg,116,114,914,584,89
train_00406.jpg,144,98,3533,2509,58
train_00407.jpg,68,1,560,419,71
train_00408.jpg,1,8,300,182,155
train_00409.jpg,42,89,588,377,19
train_00410.jpg,33,178,606,390,49
train_00411.jpg,15,80,629,402,49
train_00412.jpg,32,141,607,353,57
train_00413.jpg,20,64,458,304,156
train_00414.jpg,25,53,318,209,108
train_00415.jpg,115,322,1085,674,2
train_00416.jpg,68,79,399,358,169
train_00417.jpg,23,145,603,410,155
train_00418.jpg,29,78,607,272,29
train_00419.jpg,59,189,982,594,31
train_00420.jpg,37,46,292,171,28
train_00421.jpg,21,25,463,288,109
train_00422.jpg,8,67,389,213,46
train_00423.jpg,29,141,749,397,22
train_00424.jpg,26,37,625,435,94
train_00425.jpg,23,73,486,336,118
train_00426.jpg,22,73,230,158,17
train_00427.jpg,26,76,205,159,13
train_00428.jpg,20,106,377,251,44
train_00429.jpg,106,75,419,281,51
train_00430.jpg,98,47,447,290,121
train_00431.jpg,1,106,827,571,18
train_00432.jpg,29,63,602,324,102
train_00433.jpg,21,69,286,214,37
train_00434.jpg,42,115,299,288,99
train_00435.jpg,44,257,663,473,179
train_00436.jpg,32,159,600,377,138
train_00437.jpg,85,43,601,410,16
train_00438.jpg,47,86,554,377,176
train_00439.jpg,69,105,412,280,4
train_00440.jpg,39,111,404,261,34
train_00441.jpg,37,82,594,380,26
train_00442.jpg,54,204,677,461,169
train_00443.jpg,64,128,717,427,82
train_00444.jpg,104,402,1220,817,195
train_00445.jpg,127,50,751,549,89
train_00446.jpg,35,24,381,244,84
train_00447.jpg,19,50,599,367,130
train_00448.jpg,23,152,485,333,120
train_00449.jpg,82,29,388,256,104
train_00450.jpg,20,9,186,92,28
train_00451.jpg,59,101,938,652,170
train_00452.jpg,28,32,455,323,109
train_00453.jpg,231,143,933,572,167
train_00454.jpg,4,144,799,526,82
train_00455.jpg,10,19,460,280,120
train_00456.jpg,25,66,576,338,46
train_00457.jpg,56,30,984,494,150
train_00458.jpg,9,8,193,110,111
train_00459.jpg,39,52,233,150,14
train_00460.jpg,78,93,400,299,157
train_00461.jpg,129,129,764,593,194
train_00462.jpg,132,126,718,459,180
train_00463.jpg,80,81,575,393,85
train_00464.jpg,168,172,877,592,3
train_00465.jpg,36,91,181,172,151
train_00466.jpg,67,219,606,454,132
train_00467.jpg,86,162,472,393,24
train_00468.jpg,27,22,317,198,146
train_00469.jpg,93,59,553,421,166
train_00470.jpg,9,55,580,366,104
train_00471.jpg,55,74,459,275,14
train_00472.jpg,25,31,567,433,131
train_00473.jpg,25,234,1179,675,58
train_00474.jpg,190,229,681,454,101
train_00475.jpg,37,31,407,338,10
train_00476.jpg,21,47,302,198,127
train_00477.jpg,33,41,490,320,43
train_00478.jpg,82,270,1113,740,173
train_00479.jpg,58,82,1231,789,196
train_00480.jpg,18,15,631,476,50
train_00481.jpg,47,6,399,207,53
train_00482.jpg,26,97,616,389,132
train_00483.jpg,103,289,1049,584,38
train_00484.jpg,97,111,928,486,6
train_00485.jpg,30,35,382,235,115
train_00486.jpg,80,126,553,373,63
train_00487.jpg,282,338,1298,748,184
train_00488.jpg,50,62,233,144,62
train_00489.jpg,15,37,219,169,108
train_00490.jpg,66,26,491,323,141
train_00491.jpg,86,68,199,158,165
train_00492.jpg,128,203,922,710,164
train_00493.jpg,114,79,500,346,5
train_00494.jpg,17,37,544,290,188
train_00495.jpg,123,229,1172,829,192
train_00496.jpg,51,101,570,332,105
train_00497.jpg,93,75,846,414,94
train_00498.jpg,49,129,458,334,36
train_00499.jpg,155,26,525,379,89
train_00500.jpg,111,64,448,243,102
train_00501.jpg,36,37,280,191,111
train_00502.jpg,33,109,604,417,163
train_00503.jpg,105,88,252,156,9
train_00504.jpg,7,155,1013,535,74
train_00505.jpg,214,27,558,235,195
train_00506.jpg,10,190,792,583,56
train_00507.jpg,14,55,300,213,119
train_00508.jpg,712,346,1375,706,164
train_00509.jpg,59,128,949,589,69
train_00510.jpg,160,59,759,346,144
train_00511.jpg,8,28,427,257,62
train_00512.jpg,235,247,1396,823,55
train_00513.jpg,24,144,607,398,83
train_00514.jpg,48,63,689,434,191
train_00515.jpg,194,186,799,395,192
train_00516.jpg,16,14,145,106,17
train_00517.jpg,15,59,1147,617,25
train_00518.jpg,11,64,891,512,28
train_00519.jpg,1,66,619,339,3
train_00520.jpg,34,28,171,104,18
train_00521.jpg,7,57,528,364,171
train_00522.jpg,291,146,630,394,154
train_00523.jpg,6,8,492,286,55
train_00524.jpg,1,65,455,253,113
train_00525.jpg,17,70,370,257,24
train_00526.jpg,9,31,636,443,95
train_00527.jpg,236,78,886,339,191
train_00528.jpg,61,175,735,423,57
train_00529.jpg,62,113,601,393,90
train_00530.jpg,50,42,595,423,132
train_00531.jpg,33,107,953,610,164
train_00532.jpg,17,4,260,175,88
train_00533.jpg,127,387,538,562,38
train_00534.jpg,80,110,980,677,37
train_00535.jpg,102,68,578,416,21
train_00536.jpg,29,34,235,164,196
train_00537.jpg,52,133,685,336,26
train_00538.jpg,116,89,1956,1441,113
train_00539.jpg,64,24,274,150,25
train_00540.jpg,55,48,617,404,88
train_00541.jpg,53,109,951,700,139
train_00542.jpg,183,4,1186,780,196
train_00543.jpg,29,78,534,415,43
train_00544.jpg,13,59,377,266,162
train_00545.jpg,14,199,625,398,128
train_00546.jpg,28,185,992,585,144
train_00547.jpg,3,30,243,162,107
train_00548.jpg,62,24,343,228,115
train_00549.jpg,127,117,616,408,119
train_00550.jpg,39,183,1007,686,128
train_00551.jpg,24,30,1423,867,149
train_00552.jpg,11,34,285,161,134
train_00553.jpg,33,43,535,315,153
train_00554.jpg,17,72,602,386,165
train_00555.jpg,49,279,2791,1870,61
train_00556.jpg,10,62,535,266,193
train_00557.jpg,21,224,641,451,127
train_00558.jpg,151,121,666,411,80
train_00559.jpg,173,94,552,422,182
train_00560.jpg,17,43,290,201,84
train_00561.jpg,61,29,500,335,19
train_00562.jpg,50,64,584,364,193
train_00563.jpg,10,40,252,163,19
train_00564.jpg,19,41,449,228,127
train_00565.jpg,90,139,524,395,58
train_00566.jpg,7,83,687,459,89
train_00567.jpg,1,1,471,325,118
train_00568.jpg,8,70,248,186,74
train_00569.jpg,26,80,625,449,114
train_00570.jpg,43,114,486,253,38
train_00571.jpg,17,44,247,156,125
train_00572.jpg,134,102,488,255,169
train_00573.jpg,52,72,333,284,157
train_00574.jpg,101,185,976,594,22
train_00575.jpg,3,45,630,402,23
train_00576.jpg,14,7,198,120,16
train_00577.jpg,62,165,1216,512,79
train_00578.jpg,7,38,274,145,148
train_00579.jpg,14,77,538,325,94
train_00580.jpg,55,355,1333,1135,113
train_00581.jpg,165,153,836,463,160
train_00582.jpg,19,14,335,252,60
train_00583.jpg,69,84,519,375,124
train_00584.jpg,71,71,1931,1224,167
train_00585.jpg,11,99,427,229,15
train_00586.jpg,26,80,607,361,60
train_00587.jpg,32,74,613,424,89
train_00588.jpg,41,266,963,579,44
train_00589.jpg,4,4,232,147,54
train_00590.jpg,102,117,524,328,103
train_00591.jpg,5,59,462,231,150
train_00592.jpg,21,64,612,303,185
train_00593.jpg,33,128,581,458,117
train_00594.jpg,124,334,1390,859,160
train_00595.jpg,24,64,413,241,178
train_00596.jpg,8,20,254,155,72
train_00597.jpg,37,40,406,302,16
train_00598.jpg,16,41,231,154,85
train_00599.jpg,27,16,245,177,84
train_00600.jpg,46,53,261,143,97
train_00601.jpg,39,155,450,376,44
train_00602.jpg,34,75,375,295,5
train_00603.jpg,40,283,1546,964,149
train_00604.jpg,64,16,692,449,87
train_00605.jpg,42,28,226,189,177
train_00606.jpg,29,89,607,383,182
train_00607.jpg,169,54,475,316,180
train_00608.jpg,150,137,441,289,179
train_00609.jpg,57,139,537,364,126
train_00610.jpg,19,39,625,399,73
train_00611.jpg,54,44,440,286,195
train_00612.jpg,26,110,619,435,12
train_00613.jpg,116,159,788,530,32
train_00614.jpg,17,34,231,163,70
train_00615.jpg,195,232,1760,1153,193
train_00616.jpg,135,168,850,706,147
train_00617.jpg,53,31,460,330,34
train_00618.jpg,47,195,446,341,26
train_00619.jpg,39,86,571,392,179
train_00620.jpg,68,7,603,480,178
train_00621.jpg,172,215,2786,2125,89
train_00622.jpg,29,16,253,224,153
train_00623.jpg,80,138,611,357,33
train_00624.jpg,14,111,395,249,84
train_00625.jpg,83,131,536,368,149
train_00626.jpg,45,83,590,452,65
train_00627.jpg,87,132,672,363,110
train_00628.jpg,26,81,596,391,181
train_00629.jpg,69,99,760,516,75
train_00630.jpg,24,27,936,380,104
train_00631.jpg,4,136,392,274,138
train_00632.jpg,234,276,2487,1918,29
train_00633.jpg,22,82,631,461,91
train_00634.jpg,123,247,549,463,129
train_00635.jpg,491,943,3261,1942,30
train_00636.jpg,2,109,359,310,117
train_00637.jpg,33,72,540,322,11
train_00638.jpg,19,22,284,182,69
train_00639.jpg,300,221,685,418,7
train_00640.jpg,37,77,582,342,3
train_00641.jpg,17,14,172,118,57
train_00642.jpg,29,79,1260,647,181
train_00643.jpg,21,97,591,385,23
train_00644.jpg,26,157,1017,669,91
train_00645.jpg,28,68,442,287,155
train_00646.jpg,5,46,252,151,113
train_00647.jpg,12,21,313,205,39
train_00648.jpg,18,274,789,507,112
train_00649.jpg,42,72,584,410,178
train_00650.jpg,6,28,255,170,190
train_00651.jpg,28,37,599,350,127
train_00652.jpg,201,241,965,594,112
train_00653.jpg,33,73,545,377,125
train_00654.jpg,64,324,951,623,55
train_00655.jpg,32,48,472,267,53
train_00656.jpg,123,106,364,221,29
train_00657.jpg,26,151,360,256,8
train_00658.jpg,84,195,582,419,27
train_00659.jpg,12,58,297,192,44
train_00660.jpg,78,89,588,451,106
train_00661.jpg,18,38,281,203,65
train_00662.jpg,8,9,488,367,148
train_00663.jpg,33,66,608,425,132
train_00664.jpg,11,29,631,435,137
train_00665.jpg,48,153,729,432,186
train_00666.jpg,95,120,581,336,97
train_00667.jpg,48,57,518,361,82
train_00668.jpg,87,118,627,354,56
train_00669.jpg,6,34,298,210,35
train_00670.jpg,77,171,505,389,23
train_00671.jpg,98,123,641,425,145
train_00672.jpg,53,66,594,416,14
train_00673.jpg,20,44,249,161,44
train_00674.jpg,12,59,292,190,163
train_00675.jpg,12,45,187,153,114
train_00676.jpg,73,120,583,359,43
train_00677.jpg,15,31,286,148,9
train_00678.jpg,30,31,189,130,88
train_00679.jpg,91,59,520,386,9
train_00680.jpg,145,179,703,377,124
train_00681.jpg,34,49,281,144,69
train_00682.jpg,190,142,886,511,134
train_00683.jpg,7,60,495,221,30
train_00684.jpg,10,26,274,162,195
train_00685.jpg,1,71,400,246,189
train_00686.jpg,39,117,597,417,139
train_00687.jpg,79,15,555,416,147
train_00688.jpg,28,46,263,183,108
train_00689.jpg,14,12,383,193,159
train_00690.jpg,59,172,724,704,132
train_00691.jpg,31,90,613,360,156
train_00692.jpg,10,31,1272,530,55
train_00693.jpg,47,31,340,219,84
train_00694.jpg,10,20,256,171,90
train_00695.jpg,100,73,706,516,173
train_00696.jpg,48,5,589,456,146
train_00697.jpg,17,28,137,95,106
train_00698.jpg,53,268,955,627,75
train_00699.jpg,144,464,1947,1184,145
train_00700.jpg,16,47,557,317,144
train_00701.jpg,114,84,967,684,132
train_00702.jpg,132,89,940,686,146
train_00703.jpg,55,149,552,342,77
train_00704.jpg,1,63,500,265,126
train_00705.jpg,147,434,1954,1233,119
train_00706.jpg,6,15,315,142,76
train_00707.jpg,75,140,559,379,82
train_00708.jpg,9,22,255,157,174
train_00709.jpg,14,45,194,176,196
train_00710.jpg,67,102,564,368,187
train_00711.jpg,61,211,859,620,167
train_00712.jpg,33,138,629,344,122
train_00713.jpg,128,191,894,744,83
train_00714.jpg,102,28,508,365,49
train_00715.jpg,35,54,564,361,123
train_00716.jpg,18,102,630,433,71
train_00717.jpg,213,243,555,404,151
train_00718.jpg,31,27,209,167,88
train_00719.jpg,17,349,1778,1032,26
train_00720.jpg,28,39,233,158,28
train_00721.jpg,13,62,288,175,37
train_00722.jpg,29,20,509,224,68
train_00723.jpg,32,77,589,379,193
train_00724.jpg,66,21,587,415,108
train_00725.jpg,16,23,776,535,75
train_00726.jpg,14,122,626,377,95
train_00727.jpg,1,13,113,83,1
train_00728.jpg,126,118,768,538,148
